Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
駄	ダ			駄菓子	
駄	ダ			駄作	
駄	ダ			無駄	
太	タイ			太陽	
太	タイ			太鼓	
太	タイ			皇太子	
太	タ			丸太	
太	ふと.い			太い	
太	ふと.る			太る	
対	タイ			対立	
対	タイ			絶対	
対	タイ			反対	
対	ツイ			対句	
対	ツイ			一対	
体	タイ			体格	
体	タイ			人体	
体	タイ			主体	
体	テイ			体裁	
体	テイ			風体	
体	からだ			体	
体	からだ			体つき	
耐	タイ			耐久	
耐	タイ			耐火	
耐	タイ			忍耐	
耐	た.える			耐える	
待	タイ			待機	
待	タイ			待遇	
待	タイ			期待	
待	ま.つ			待つ	
待	ま.つ			待ち遠しい	
怠	タイ			怠惰	
怠	タイ			怠慢	
怠	おこた.る			怠る	
怠	なま.ける			怠ける	
怠	なま.ける			怠け者	
胎	タイ			胎児	
胎	タイ			受胎	
胎	タイ			母胎	
退	タイ			退却	
退	タイ			退屈	
退	タイ			進退	
退	しりぞ.く			退く	
退	しりぞ.ける			退ける	
帯	タイ			携帯	
帯	タイ			地帯	
帯	タイ			連帯	
帯	お.びる			帯びる	
帯	おび			帯	
帯	おび			角帯	
泰	タイ			泰然	
泰	タイ			泰斗	
泰	タイ			安泰	
堆	タイ			堆積	
袋	タイ			風袋	
袋	タイ			郵袋	
袋	ふくろ			袋	
袋	ふくろ			紙袋	
逮	タイ			逮捕	
逮	タイ			逮夜	
替	タイ			代替	
替	かえ.る			両替	
替	か.える			替える	
替	か.わる			替わる	
貸	タイ			貸借	
貸	タイ			貸与	
貸	タイ			賃貸	
貸	か.す			貸す	
貸	か.す			貸し	
隊	タイ			隊列	
隊	タイ			軍隊	
隊	タイ			部隊	
滞	タイ			滞在	
滞	タイ			滞貨	
滞	タイ			沈滞	
滞	とどこお.る			滞る	
態	タイ			態勢	
態	タイ			形態	
態	タイ			容態	
戴	タイ			戴冠	
戴	タイ			頂戴	
大	ダイ			大小	
大	ダイ			大胆	
大	ダイ			拡大	
大	タイ			大衆	
大	タイ			大した	
大	タイ			大して	
大	おお			大型	
大	おお			大通り	
大	おお			大水	
大	おお.きい			大きい	
大	おお.きい			大きさ	
大	おお.きい			大きな	
大	おお.いに			大いに	
代	ダイ			代理	
代	ダイ			世代	
代	ダイ			現代	
代	タイ			代謝	
代	タイ			交代	
代	か.わる			代わる	
代	か.わる			代わり	
代	か.える			代える	
代	よ			代	
代	よ			神代	
代	しろ			代物	
代	しろ			苗代	
台	ダイ			台地	
台	ダイ			灯台	
台	ダイ			一台	
台	タイ			台風	
台	タイ			舞台	
第	ダイ			第一	
第	ダイ			第三者	
第	ダイ			及第	
題	ダイ			題名	
題	ダイ			問題	
題	ダイ			出題	
滝	たき			滝	
滝	たき			滝つぼ	
宅	タク			宅地	
宅	タク			自宅	
宅	タク			帰宅	
択	タク			選択	
択	タク			採択	
択	タク			二者択一	
沢	タク			光沢	
沢	タク			潤沢	
沢	さわ			沢	
卓	タク			卓越	
卓	タク			卓球	
卓	タク			食卓	
拓	タク			拓本	
拓	タク			開拓	
託	タク			託宣	
託	タク			委託	
託	タク			結託	
濯	タク			洗濯	
諾	ダク			諾否	
諾	ダク			承諾	
諾	ダク			快諾	
濁	ダク			濁流	
濁	ダク			濁音	
濁	ダク			清濁	
濁	にご.る			濁る	
濁	にご.る			濁り	
濁	にご.す			濁す	
但	ただ.し			但し	
但	ただ.し			但し書き	
達	タツ			達人	
達	タツ			調達	
達	タツ			伝達	
脱	ダツ			脱衣	
脱	ダツ			脱出	
脱	ダツ			虚脱	
脱	ぬ.ぐ			脱ぐ	
脱	ぬ.げる			脱げる	
奪	ダツ			奪回	
奪	ダツ			奪取	
奪	ダツ			争奪	
奪	うば.う			奪う	
奪	うば.う			奪い取る	
棚	たな			棚	
棚	たな			戸棚	
棚	たな			大陸棚	
誰	だれ			誰	
丹	タン			丹念	
丹	タン			丹精	
旦	タン			一旦	
旦	タン			元旦	
旦	ダン			旦那	
担	タン			担当	
担	タン			担架	
担	タン			負担	
担	かつ.ぐ			担ぐ	
担	にな.う			担う	
単	タン			単独	
単	タン			単位	
単	タン			簡単	
炭	タン			炭鉱	
炭	タン			木炭	
炭	タン			石炭	
炭	すみ			炭	
炭	すみ			炭火	
炭	すみ			消し炭	
胆	タン			大胆	
胆	タン			落胆	
胆	タン			魂胆	
探	タン			探求	
探	タン			探訪	
探	タン			探知	
探	さぐ.る			探る	
探	さぐ.る			探り	
探	さが.す			探す	
淡	タン			淡水	
淡	タン			濃淡	
淡	タン			冷淡	
淡	あわ.い			淡い	
淡	あわ.い			淡雪	
短	タン			短歌	
短	タン			短所	
短	タン			長短	
短	みじか.い			短い	
嘆	タン			嘆息	
嘆	タン			嘆願	
嘆	タン			驚嘆	
嘆	なげ.く			嘆く	
嘆	なげ.く			嘆き	
嘆	なげ.かわしい			嘆かわしい	
端	タン			端正	
端	タン			末端	
端	タン			極端	
端	はし			端	
端	はし			片端	
端	は			端数	
端	は			半端	
端	は			軒端	
端	はた			端	
端	はた			川端	
端	はた			道端	
綻	タン			破綻	
綻	ほころ.びる			綻びる	
誕	タン			誕生	
誕	タン			生誕	
鍛	タン			鍛錬	
鍛	きた.える			鍛える	
鍛	きた.える			鍛え方	
団	ダン			団結	
団	ダン			団地	
団	ダン			集団	
団	トン	Y		布団	
男	ダン			男子	
男	ダン			男女	
男	ダン			男性	
男	ナン			長男	
男	ナン			美男	
男	ナン			善男善女	
男	おとこ			男	
男	おとこ			男らしい	
段	ダン			段落	
段	ダン			階段	
段	ダン			手段	
断	ダン			断絶	
断	ダン			断定	
断	ダン			判断	
断	た.つ			断つ	
断	た.つ			塩断ち	
断	ことわ.る			断る	
断	ことわ.る			断り	
弾	ダン			弾力	
弾	ダン			弾圧	
弾	ダン			爆弾	
弾	ひ.く			弾く	
弾	ひ.く			弾き手	
弾	はず.む			弾む	
弾	はず.む			弾み	
弾	たま			弾	
暖	ダン			暖流	
暖	ダン			暖房	
暖	ダン			温暖	
暖	あたた.か			暖かだ	
暖	あたた.かい			暖かい	
暖	あたた.まる			暖まる	
暖	あたた.める			暖める	
談	ダン			談話	
談	ダン			談判	
談	ダン			相談	
壇	ダン			壇上	
壇	ダン			花壇	
壇	ダン			文壇	
壇	タン	Y		土壇場	
地	チ			地下	
地	チ			天地	
地	チ			境地	
地	ジ			地面	
地	ジ			地震	
地	ジ			地元	
池	チ			貯水池	
池	チ			電池	
池	いけ			池	
池	いけ			古池	
知	チ			知識	
知	チ			知人	
知	チ			通知	
知	し.る			知る	
知	し.る			物知り	
値	チ			価値	
値	チ			数値	
値	チ			絶対値	
値	ね			値	
値	ね			値段	
値	あたい			値	
値	あたい			値する	
恥	チ			恥辱	
恥	チ			無恥	
恥	チ			破廉恥	
恥	は.じる			恥じる	
恥	は.じる			恥じ入る	
恥	はじ			恥	
恥	はじ			生き恥	
恥	は.じらう			恥じらう	
恥	は.じらう			恥じらい	
恥	は.ずかしい			恥ずかしい	
致	チ			誘致	
致	チ			合致	
致	チ			風致	
致	いた.す			致す	
遅	チ			遅延	
遅	チ			遅刻	
遅	チ			遅速	
遅	おく.れる			遅れる	
遅	おく.れる			遅れ	
遅	おく.らす			遅らす	
遅	おそ.い			遅い	
遅	おそ.い			遅咲き	
痴	チ			痴情	
痴	チ			愚痴	
稚	チ			稚魚	
稚	チ			稚拙	
稚	チ			幼稚	
置	チ			位置	
置	チ			放置	
置	チ			処置	
置	お.く			置く	
緻	チ			緻密	
緻	チ			精緻	
竹	チク			竹林	
竹	チク			竹馬の友	
竹	チク			爆竹	
竹	たけ			竹	
竹	たけ			竹やぶ	
竹	たけ			さお竹	
畜	チク			畜産	
畜	チク			牧畜	
畜	チク			家畜	
逐	チク			逐次	
逐	チク			逐一	
逐	チク			駆逐	
蓄	チク			蓄積	
蓄	チク			蓄電池	
蓄	チク			貯蓄	
蓄	たくわ.える			蓄える	
蓄	たくわ.える			蓄え	
築	チク			築港	
築	チク			建築	
築	チク			改築	
築	きず.く			築く	
築	きず.く			築き上げる	
秩	チツ			秩序	
窒	チツ			窒息	
窒	チツ			窒素	
茶	チャ			茶色	
茶	チャ			茶番劇	
茶	チャ			番茶	
茶	サ			茶菓	
茶	サ			茶話会	
茶	サ			喫茶	
着	チャク			着用	
着	チャク			着手	
着	チャク			土着	
着	ジャク	Y		愛着	
着	ジャク	Y		執着	
着	き.る			着る	
着	き.る			着物	
着	き.る			晴れ着	
着	き.せる			着せる	
着	き.せる			お仕着せ	
着	つ.く			着く	
着	つ.く			船着き場	
着	つ.ける			着ける	
嫡	チャク			嫡子	
嫡	チャク			嫡流	
中	チュウ			中央	
中	チュウ			中毒	
中	チュウ			胸中	
中	ジュウ	Y		○○中	
中	なか			中	
中	なか			中庭	
中	なか			真ん中	
仲	チュウ			仲介	
仲	チュウ			仲裁	
仲	チュウ			伯仲	
仲	なか			仲	
仲	なか			仲間	
虫	チュウ			虫類	
虫	チュウ			幼虫	
虫	チュウ			害虫	
虫	むし			虫	
虫	むし			毛虫	
沖	チュウ			沖積層	
沖	チュウ			沖天	
沖	チュウ			沖する	
沖	おき			沖	
宙	チュウ			宙返り	
宙	チュウ			宇宙	
忠	チュウ			忠実	
忠	チュウ			忠勤	
忠	チュウ			誠忠	
抽	チュウ			抽出	
抽	チュウ			抽象	
注	チュウ			注入	
注	チュウ			注意	
注	チュウ			発注	
注	そそ.ぐ			注ぐ	
昼	チュウ			昼夜	
昼	チュウ			昼食	
昼	チュウ			白昼	
昼	ひる			昼	
昼	ひる			昼寝	
昼	ひる			真昼	
柱	チュウ			支柱	
柱	チュウ			円柱	
柱	チュウ			電柱	
柱	はしら			柱	
柱	はしら			帆柱	
柱	はしら			大黒柱	
衷	チュウ			衷心	
衷	チュウ			折衷	
衷	チュウ			苦衷	
酎	チュウ			焼酎	
鋳	チュウ			鋳造	
鋳	チュウ			鋳鉄	
鋳	チュウ			改鋳	
鋳	い.る			鋳る	
鋳	い.る			鋳物	
鋳	い.る			鋳型	
駐	チュウ			駐車	
駐	チュウ			駐在	
駐	チュウ			進駐	
著	チョ			著名	
著	チョ			著作	
著	チョ			顕著	
著	あらわ.す			著す	
著	いちじる.しい			著しい	
著	いちじる.しい			著しさ	
貯	チョ			貯蓄	
貯	チョ			貯金	
貯	チョ			貯水池	
丁	チョウ			丁数	
丁	チョウ			落丁	
丁	チョウ			二丁目	
丁	テイ			丁字路	
丁	テイ			甲乙丙丁	
弔	チョウ			弔問	
弔	チョウ			弔辞	
弔	チョウ			慶弔	
弔	とむら.う			弔う	
弔	とむら.う			弔い	
庁	チョウ			庁舎	
庁	チョウ			官庁	
庁	チョウ			県庁	
兆	チョウ			兆候	
兆	チョウ			前兆	
兆	チョウ			億兆	
兆	きざ.す			兆す	
兆	きざ.し			兆し	
町	チョウ			町会	
町	チョウ			市町村	
町	まち			町	
町	まち			町外れ	
長	チョウ			長女	
長	チョウ			長所	
長	チョウ			成長	
長	なが.い			長い	
長	なが.い			長さ	
挑	チョウ			挑戦	
挑	チョウ			挑発	
挑	いど.む			挑む	
帳	チョウ			帳面	
帳	チョウ			帳簿	
帳	チョウ			通帳	
張	チョウ			張力	
張	チョウ			拡張	
張	チョウ			主張	
張	は.る			張る	
張	は.る			欲張る	
張	は.る			引っ張る	
彫	チョウ			彫刻	
彫	チョウ			彫塑	
彫	チョウ			木彫	
彫	ほ.る			彫る	
彫	ほ.る			木彫り	
眺	チョウ			眺望	
眺	なが.める			眺める	
眺	なが.める			眺め	
釣	チョウ			釣果	
釣	チョウ			釣魚	
釣	チョウ			釣艇	
釣	つ.る			釣る	
釣	つ.る			釣り	
釣	つ.る			釣り合い	
頂	チョウ			頂上	
頂	チョウ			頂点	
頂	チョウ			絶頂	
頂	いただ.く			頂く	
頂	いただ.く			頂き物	
頂	いただき			頂	
鳥	チョウ			鳥類	
鳥	チョウ			野鳥	
鳥	チョウ			一石二鳥	
鳥	とり			鳥	
鳥	とり			鳥居	
鳥	とり			小鳥	
朝	チョウ			朝食	
朝	チョウ			早朝	
朝	チョウ			今朝	
朝	あさ			朝	
朝	あさ			朝日	
朝	あさ			毎朝	
貼	チョウ			貼付	
貼	は.る			貼る	
超	チョウ			超越	
超	チョウ			超過	
超	チョウ			入超	
超	こ.える			超える	
超	こ.す			超す	
腸	チョウ			腸炎	
腸	チョウ			大腸	
腸	チョウ			胃腸	
跳	チョウ			跳躍	
跳	は.ねる			跳ねる	
跳	と.ぶ			跳ぶ	
跳	と.ぶ			縄跳び	
徴	チョウ			徴収	
徴	チョウ			特徴	
徴	チョウ			象徴	
嘲	チョウ			嘲笑	
嘲	チョウ			自嘲	
嘲	あざけ.る			嘲る	
潮	チョウ			潮流	
潮	チョウ			満潮	
潮	チョウ			風潮	
潮	しお			潮	
潮	しお			潮風	
澄	チョウ			清澄	
澄	す.む			澄む	
澄	す.む			上澄み	
澄	す.ます			澄ます	
澄	す.ます			澄まし顔	
調	チョウ			調和	
調	チョウ			調査	
調	チョウ			好調	
調	しら.べる			調べる	
調	しら.べる			調べ	
調	ととの.う			調う	
調	ととの.える			調える	
聴	チョウ			聴覚	
聴	チョウ			聴衆	
聴	チョウ			傍聴	
聴	き.く			聴く	
懲	チョウ			懲罰	
懲	チョウ			懲戒	
懲	チョウ			懲役	
懲	こ.りる			懲りる	
懲	こ.りる			性懲りもなく	
懲	こ.らす			懲らす	
懲	こ.らしめる			懲らしめる	
直	チョク			直立	
直	チョク			直接	
直	チョク			実直	
直	ジキ			直訴	
直	ジキ			直筆	
直	ジキ			正直	
直	ただ.ちに			直ちに	
直	なお.す			直す	
直	なお.す			手直し	
直	なお.る			直る	
直	なお.る			仲直り	
勅	チョク			勅語	
勅	チョク			勅使	
勅	チョク			詔勅	
捗	チョク			進捗	
沈	チン			沈滞	
沈	チン			沈黙	
沈	チン			浮沈	
沈	しず.む			沈む	
沈	しず.む			浮き沈み	
沈	しず.める			沈める	
珍	チン			珍客	
珍	チン			珍重	
珍	チン			珍妙	
珍	めずら.しい			珍しい	
珍	めずら.しい			珍しさ	
珍	めずら.しい			珍しがる	
陳	チン			陳列	
陳	チン			陳謝	
陳	チン			開陳	
賃	チン			賃金	
賃	チン			賃上げ	
賃	チン			運賃	
鎮	チン			鎮座	
鎮	チン			鎮静	
鎮	チン			重鎮	
鎮	しず.める			鎮める	
鎮	しず.まる			鎮まる	
追	ツイ			追跡	
追	ツイ			追放	
追	ツイ			訴追	
追	お.う			追う	
椎	ツイ			椎間板	
椎	ツイ			脊椎	
墜	ツイ			墜落	
墜	ツイ			墜死	
墜	ツイ			撃墜	
通	ツウ			通行	
通	ツウ			通読	
通	ツウ			普通	
通	ツ	Y		通夜	
通	とお.る			通る	
通	とお.る			通り	
通	とお.す			通す	
通	とお.す			通し	
通	かよ.う			通う	
通	かよ.う			通い	
痛	ツウ			痛快	
痛	ツウ			苦痛	
痛	ツウ			心痛	
痛	いた.い			痛い	
痛	いた.い			痛さ	
痛	いた.む			痛む	
痛	いた.む			痛み	
痛	いた.む			痛ましい	
痛	いた.める			痛める	
塚	つか			塚	
塚	つか			貝塚	
漬	つけ.る			漬物	
漬	つ.ける			漬ける	
漬	つ.かる			漬かる	
坪	つぼ			坪数	
坪	つぼ			建坪	
爪	つめ			爪	
爪	つめ			生爪	
爪	つま	Y		爪先	
爪	つま	Y		爪弾く	
鶴	つる			鶴	
鶴	つる			千羽鶴	
低	テイ			低級	
低	テイ			低気圧	
低	テイ			高低	
低	ひく.い			低い	
低	ひく.い			低さ	
低	ひく.める			低める	
低	ひく.まる			低まる	
呈	テイ			呈上	
呈	テイ			進呈	
呈	テイ			贈呈	
廷	テイ			宮廷	
廷	テイ			法廷	
廷	テイ			出廷	
弟	テイ			弟妹	
弟	テイ			義弟	
弟	テイ			子弟	
弟	ダイ	Y		兄弟	
弟	デ	Y		弟子	
弟	おとうと			弟	
定	テイ			定価	
定	テイ			安定	
定	テイ			決定	
定	ジョウ			定石	
定	ジョウ			定紋	
定	ジョウ			必定	
定	さだ.める			定める	
定	さだ.める			定め	
定	さだ.まる			定まる	
定	さだ.か			定かだ	
底	テイ			底流	
底	テイ			海底	
底	テイ			到底	
底	そこ			底	
底	そこ			奥底	
抵	テイ			抵抗	
抵	テイ			抵触	
抵	テイ			大抵	
邸	テイ			邸宅	
邸	テイ			邸内	
邸	テイ			私邸	
亭	テイ			亭主	
亭	テイ			料亭	
貞	テイ			貞淑	
貞	テイ			貞操	
貞	テイ			貞節	
帝	テイ			帝王	
帝	テイ			帝国	
帝	テイ			皇帝	
訂	テイ			訂正	
訂	テイ			改訂	
庭	テイ			庭園	
庭	テイ			校庭	
庭	テイ			家庭	
庭	にわ			庭	
庭	にわ			庭先	
逓	テイ			逓信	
逓	テイ			逓送	
逓	テイ			逓減	
停	テイ			停止	
停	テイ			停車	
停	テイ			調停	
偵	テイ			偵察	
偵	テイ			探偵	
偵	テイ			内偵	
堤	テイ			堤防	
堤	テイ			防波堤	
堤	つつみ			堤	
提	テイ			提供	
提	テイ			提案	
提	テイ			前提	
提	さ.げる			提げる	
提	さ.げる			手提げ	
程	テイ			程度	
程	テイ			日程	
程	テイ			過程	
程	ほど			程	
程	ほど			程遠い	
程	ほど			身の程	
艇	テイ			艦艇	
艇	テイ			舟艇	
艇	テイ			競艇	
締	テイ			締結	
締	し.まる			締まる	
締	し.まる			締まり	
締	し.める			締める	
締	し.める			締め切る	
締	し.める			引き締め	
諦	テイ			諦観	
諦	テイ			諦念	
諦	あきら.める			諦める	
泥	デイ			泥土	
泥	デイ			雲泥	
泥	デイ			拘泥	
泥	どろ			泥	
泥	どろ			泥沼	
泥	どろ			泥棒	
的	テキ			的中	
的	テキ			目的	
的	テキ			科学的	
的	まと			的	
的	まと			的外れ	
笛	テキ			汽笛	
笛	テキ			警笛	
笛	テキ			牧笛	
笛	ふえ			笛	
笛	ふえ			口笛	
摘	テキ			摘要	
摘	テキ			摘発	
摘	テキ			指摘	
摘	つ.む			摘む	
摘	つ.む			摘み草	
滴	テキ			水滴	
滴	テキ			点滴	
滴	テキ			一滴	
滴	しずく			滴	
滴	したた.る			滴る	
滴	したた.る			滴り	
適	テキ			適切	
適	テキ			適度	
適	テキ			快適	
敵	テキ			敵	
敵	テキ			敵意	
敵	テキ			匹敵	
敵	かたき			敵	
敵	かたき			敵役	
敵	かたき			商売敵	
溺	デキ			溺愛	
溺	デキ			溺死	
溺	おぼ.れる			溺れる	
迭	テツ			更迭	
哲	テツ			哲学	
哲	テツ			哲人	
哲	テツ			先哲	
鉄	テツ			鉄道	
鉄	テツ			鉄筋	
鉄	テツ			鋼鉄	
徹	テツ			徹底	
徹	テツ			徹夜	
徹	テツ			貫徹	
撤	テツ			撤去	
撤	テツ			撤回	
撤	テツ			撤兵	
天	テン			天地	
天	テン			天然	
天	テン			雨天	
天	あめ			天	
天	あま	Y		天の川	
天	あま	Y		天下り	
典	テン			典拠	
典	テン			古典	
典	テン			式典	
店	テン			店舗	
店	テン			開店	
店	テン			本店	
店	みせ			店	
店	みせ			夜店	
点	テン			点線	
点	テン			点火	
点	テン			採点	
展	テン			展示	
展	テン			展開	
展	テン			発展	
添	テン			添加	
添	テン			添付	
添	テン			添削	
添	そ.える			添える	
添	そ.える			添え手紙	
添	そ.う			添う	
