Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
誇	コ			誇張	
誇	ほこ.る			誇る	
誇	ほこ.る			誇り	
誇	ほこ.る			誇らしい	
鼓	コ			鼓動	
鼓	コ			鼓舞	
鼓	コ			太鼓	
鼓	つづみ			鼓	
鼓	つづみ			小鼓	
錮	コ			禁錮	
顧	コ			顧慮	
顧	コ			顧問	
顧	コ			回顧	
顧	かえり.みる			顧みる	
五	ゴ			五穀	
五	ゴ			五色	
五	ゴ			五目飯	
五	いつ			五日	
五	いつ.つ			五つ	
互	ゴ			互角	
互	ゴ			互選	
互	ゴ			相互	
互	たが.い			互い	
互	たが.い			互いに	
互	たが.い			互い違い	
午	ゴ			午前	
午	ゴ			正午	
午	ゴ			子午線	
呉	ゴ			呉服	
呉	ゴ			呉越同舟	
後	ゴ			後刻	
後	ゴ			前後	
後	ゴ			午後	
後	コウ			後続	
後	コウ			後悔	
後	コウ			後輩	
後	のち			後	
後	のち			後添い	
後	のち			後の世	
後	うし.ろ			後ろ	
後	うし.ろ			後ろめたい	
後	あと			後	
後	あと			後味	
後	あと			後回し	
後	おく.れる			後れる	
後	おく.れる			後れ毛	
後	おく.れる			気後れ	
娯	ゴ			娯楽	
悟	ゴ			悟性	
悟	ゴ			覚悟	
悟	ゴ			悔悟	
悟	さと.る			悟る	
悟	さと.る			悟り	
碁	ゴ			碁石	
碁	ゴ			碁盤	
碁	ゴ			囲碁	
語	ゴ			語学	
語	ゴ			新語	
語	ゴ			国語	
語	かた.る			語る	
語	かた.る			物語	
語	かた.らう			語らう	
語	かた.らう			語らい	
誤	ゴ			誤解	
誤	ゴ			正誤	
誤	ゴ			錯誤	
誤	あやま.る			誤る	
誤	あやま.る			誤り	
護	ゴ			護衛	
護	ゴ			救護	
護	ゴ			保護	
口	コウ			口述	
口	コウ			人口	
口	コウ			開口	
口	ク			口調	
口	ク			口伝	
口	ク			異口同音	
口	くち			口	
口	くち			口絵	
口	くち			出口	
工	コウ			工場	
工	コウ			加工	
工	コウ			人工	
工	ク			工面	
工	ク			細工	
工	ク			大工	
公	コウ			公平	
公	コウ			公私	
公	コウ			公園	
公	おおやけ			公	
勾	コウ			勾配	
勾	コウ			勾留	
孔	コウ			鼻孔	
孔	コウ			気孔	
功	コウ			功名	
功	コウ			功績	
功	コウ			成功	
功	ク	Y		功徳	
巧	コウ			巧拙	
巧	コウ			巧妙	
巧	コウ			技巧	
巧	たく.み			巧みな術	
広	コウ			広大	
広	コウ			広言	
広	コウ			広義	
広	ひろ.い			広い	
広	ひろ.い			広場	
広	ひろ.い			広々と	
広	ひろ.まる			広まる	
広	ひろ.める			広める	
広	ひろ.がる			広がる	
広	ひろ.がる			広がり	
広	ひろ.げる			広げる	
甲	コウ			甲乙	
甲	コウ			装甲車	
甲	カン			甲板	
甲	カン			甲高い	
交	コウ			交通	
交	コウ			交番	
交	コウ			社交	
交	まじ.わる			交わる	
交	まじ.わる			交わり	
交	まじ.える			交える	
交	ま.じる			交じる	
交	ま.ざる			交ざる	
交	ま.ぜる			交ぜる	
交	ま.ぜる			交ぜ織り	
交	か.う			飛び交う	
交	か.わす			交わす	
光	コウ			光線	
光	コウ			栄光	
光	コウ			観光	
光	ひか.る			光る	
光	ひか.る			光り輝く	
光	ひかり			光	
光	ひかり			稲光	
向	コウ			向上	
向	コウ			傾向	
向	コウ			趣向	
向	む.く			向く	
向	む.く			向き	
向	む.ける			向ける	
向	む.ける			顔向け	
向	む.かう			向かう	
向	む.かう			向かい	
向	む.こう			向こう	
向	む.こう			向こう側	
后	コウ			皇后	
后	コウ			皇太后	
好	コウ			好意	
好	コウ			好敵手	
好	コウ			良好	
好	この.む			好む	
好	この.む			好み	
好	この.む			好ましい	
好	す.く			好く	
好	す.く			好き嫌い	
好	す.く			好きな絵	
江	コウ			江湖	
江	え			入り江	
考	コウ			考慮	
考	コウ			思考	
考	コウ			参考	
考	かんが.える			考える	
考	かんが.える			考え	
行	コウ			行進	
行	コウ			行為	
行	コウ			旅行	
行	ギョウ			行列	
行	ギョウ			行政	
行	ギョウ			修行	
行	アン	Y		行脚	
行	アン	Y		行火	
行	い.く			行く	
行	ゆ.く			行く	
行	ゆ.く			行く末	
行	おこな.う			行う	
行	おこな.う			行い	
坑	コウ			坑道	
坑	コウ			炭坑	
坑	コウ			廃坑	
孝	コウ			孝行	
孝	コウ			孝心	
孝	コウ			不孝	
抗	コウ			抗争	
抗	コウ			抗議	
抗	コウ			対抗	
攻	コウ			攻守	
攻	コウ			攻撃	
攻	コウ			専攻	
攻	せ.める			攻める	
更	コウ			更新	
更	コウ			更迭	
更	コウ			変更	
更	さら			更に	
更	さら			今更	
更	ふ.ける			更ける	
更	ふ.ける			夜更け	
更	ふ.かす			更かす	
更	ふ.かす			夜更かし	
効	コウ			効果	
効	コウ			効力	
効	コウ			時効	
効	き.く			効く	
効	き.く			効き目	
幸	コウ			幸福	
幸	コウ			不幸	
幸	コウ			行幸	
幸	さいわ.い			幸い	
幸	さいわ.い			幸いな事	
幸	さち			幸	
幸	しあわ.せ			幸せ	
幸	しあわ.せ			幸せな人	
拘	コウ			拘束	
拘	コウ			拘留	
拘	コウ			拘置	
肯	コウ			肯定	
肯	コウ			首肯	
侯	コウ			諸侯	
侯	コウ			王侯	
厚	コウ			厚情	
厚	コウ			厚生	
厚	コウ			濃厚	
厚	あつ.い			厚い	
厚	あつ.い			厚み	
恒	コウ			恒常	
恒	コウ			恒例	
恒	コウ			恒久	
洪	コウ			洪水	
洪	コウ			洪積層	
皇	コウ			皇帝	
皇	コウ			皇室	
皇	コウ			皇后	
皇	オウ			法皇	
紅	コウ			紅白	
紅	コウ			紅茶	
紅	コウ			紅葉	
紅	ク	Y		真紅	
紅	ク	Y		深紅	
紅	べに			紅	
紅	べに			口紅	
紅	くれない			紅	
荒	コウ			荒天	
荒	コウ			荒廃	
荒	コウ			荒涼	
荒	あら.い			荒い	
荒	あら.い			荒波	
荒	あら.い			荒々しい	
荒	あ.れる			荒れる	
荒	あ.れる			荒れ地	
荒	あ.れる			大荒れ	
荒	あ.らす			荒らす	
荒	あ.らす			倉庫荒らし	
郊	コウ			郊外	
郊	コウ			近郊	
香	コウ			香水	
香	コウ			香気	
香	コウ			線香	
香	キョウ	Y		香車	
香	か			香	
香	か			色香	
香	か			移り香	
香	かお.り			香り	
香	かお.る			香る	
候	コウ			候補	
候	コウ			気候	
候	コウ			測候所	
候	そうろう			候文	
候	そうろう			居候	
校	コウ			校閲	
校	コウ			将校	
校	コウ			学校	
耕	コウ			耕作	
耕	コウ			耕地	
耕	コウ			農耕	
耕	たがや.す			耕す	
航	コウ			航海	
航	コウ			航空	
航	コウ			就航	
貢	コウ			貢献	
貢	ク	Y		年貢	
貢	みつ.ぐ			貢ぐ	
貢	みつ.ぐ			貢ぎ物	
降	コウ			降雨	
降	コウ			降参	
降	コウ			下降	
降	お.りる			降りる	
降	お.りる			乗り降り	
降	お.ろす			降ろす	
降	ふ.る			降る	
降	ふ.る			大降り	
高	コウ			高低	
高	コウ			高級	
高	コウ			最高	
高	たか.い			高い	
高	たか.い			高台	
高	たか.い			高ぶる	
高	たか			高	
高	たか			売上高	
高	たか.まる			高まる	
高	たか.まる			高まり	
高	たか.める			高める	
康	コウ			健康	
康	コウ			小康	
控	コウ			控除	
控	コウ			控訴	
控	ひか.える			控える	
控	ひか.える			控え	
梗	コウ			心筋梗塞	
梗	コウ			脳梗塞	
黄	コウ			黄葉	
黄	オウ			黄金	
黄	オウ			卵黄	
黄	き			黄	
黄	き			黄色い	
黄	き			黄ばむ	
黄	こ	Y		黄金	
喉	コウ			喉頭	
喉	コウ			咽喉	
喉	のど			喉	
喉	のど			喉元	
慌	コウ			恐慌	
慌	あわ.てる			慌てる	
慌	あわ.てる			大慌て	
慌	あわ.ただしい			慌ただしい	
慌	あわ.ただしい			慌ただしさ	
慌	あわ.ただしい			慌ただしげだ	
港	コウ			港湾	
港	コウ			漁港	
港	コウ			出港	
港	みなと			港	
硬	コウ			硬度	
硬	コウ			硬貨	
硬	コウ			生硬	
硬	かた.い			硬い	
硬	かた.い			硬さ	
絞	コウ			絞殺	
絞	コウ			絞首刑	
絞	しぼ.る			絞る	
絞	しぼ.る			絞り上げる	
絞	しぼ.る			絞り	
絞	し.める			絞める	
絞	し.まる			絞まる	
項	コウ			項目	
項	コウ			事項	
項	コウ			条項	
溝	コウ			下水溝	
溝	コウ			排水溝	
溝	みぞ			溝	
鉱	コウ			鉱物	
鉱	コウ			鉱山	
鉱	コウ			鉄鉱	
構	コウ			構造	
構	コウ			構内	
構	コウ			結構	
構	かま.える			構える	
構	かま.える			構え	
構	かま.う			構う	
構	かま.う			構わない	
綱	コウ			綱紀	
綱	コウ			綱領	
綱	コウ			大綱	
綱	つな			綱	
綱	つな			横綱	
酵	コウ			酵母	
稿	コウ			草稿	
稿	コウ			原稿	
稿	コウ			投稿	
興	コウ			興行	
興	コウ			復興	
興	コウ			振興	
興	キョウ			興味	
興	キョウ			興趣	
興	キョウ			余興	
興	おこ.る			興る	
興	おこ.す			興す	
衡	コウ			均衡	
衡	コウ			平衡	
衡	コウ			度量衡	
鋼	コウ			鋼鉄	
鋼	コウ			鋼材	
鋼	コウ			製鋼	
鋼	はがね			鋼	
講	コウ			講義	
講	コウ			講演	
講	コウ			聴講	
購	コウ			購入	
購	コウ			購買	
購	コウ			購読	
乞	こ.う			乞う	
乞	こ.う			命乞い	
号	ゴウ			号令	
号	ゴウ			号外	
号	ゴウ			番号	
合	ゴウ			合同	
合	ゴウ			合計	
合	ゴウ			結合	
合	ガッ			合併	
合	ガッ			合宿	
合	ガッ			合点	
合	カッ	Y		合戦	
合	あ.う			合う	
合	あ.う			落ち合う	
合	あ.う			試合	
合	あ.わす			合わす	
合	あ.わせる			合わせる	
合	あ.わせる			問い合わせる	
拷	ゴウ			拷問	
剛	ゴウ			剛健	
剛	ゴウ			金剛力	
傲	ゴウ			傲然	
傲	ゴウ			傲慢	
豪	ゴウ			豪遊	
豪	ゴウ			豪雨	
豪	ゴウ			文豪	
克	コク			克服	
克	コク			克明	
克	コク			克己	
告	コク			告示	
告	コク			告白	
告	コク			報告	
告	つ.げる			告げる	
谷	コク			幽谷	
谷	たに			谷	
谷	たに			谷川	
刻	コク			彫刻	
刻	コク			時刻	
刻	コク			深刻	
刻	きざ.む			刻む	
刻	きざ.む			刻み	
国	コク			国際	
国	コク			国家	
国	コク			外国	
国	くに			国	
国	くに			島国	
黒	コク			黒板	
黒	コク			漆黒	
黒	コク			暗黒	
黒	くろ			黒	
黒	くろ			真っ黒	
黒	くろ			白黒	
黒	くろ.い			黒い	
黒	くろ.い			黒さ	
黒	くろ.い			腹黒い	
穀	コク			穀物	
穀	コク			雑穀	
穀	コク			脱穀	
酷	コク			酷似	
酷	コク			冷酷	
酷	コク			残酷	
獄	ゴク			獄舎	
獄	ゴク			地獄	
獄	ゴク			疑獄	
骨	コツ			骨子	
骨	コツ			筋骨	
骨	コツ			老骨	
骨	ほね			骨	
骨	ほね			骨折り	
駒	こま			持ち駒	
込	こ.む			込む	
込	こ.める			込める	
込	こ.める			やり込める	
頃	ころ			頃	
頃	ころ			日頃	
今	コン			今後	
今	コン			今日	
今	コン			今朝	
今	コン			今年	
今	コン			昨今	
今	キン			今上	
今	いま			今	
今	いま			今し方	
困	コン			困難	
困	コン			困窮	
困	コン			貧困	
困	こま.る			困る	
昆	コン			昆虫	
昆	コン			昆布	
恨	コン			遺恨	
恨	コン			痛恨	
恨	コン			悔恨	
恨	うら.む			恨む	
恨	うら.む			恨み	
恨	うら.めしい			恨めしい	
根	コン			根拠	
根	コン			根気	
根	コン			平方根	
根	ね			根	
根	ね			根強い	
根	ね			屋根	
婚	コン			婚約	
婚	コン			結婚	
婚	コン			新婚	
混	コン			混合	
混	コン			混雑	
混	コン			混迷	
混	ま.じる			混じる	
混	ま.じる			混じり物	
混	ま.ざる			混ざる	
混	ま.ぜる			混ぜる	
混	ま.ぜる			混ぜ物	
混	こ.む			混む	
混	こ.む			混み合う	
混	こ.む			人混み	
痕	コン			痕跡	
痕	コン			血痕	
痕	あと			痕	
痕	あと			傷痕	
紺	コン			紺青	
紺	コン			紺屋	
紺	コン			濃紺	
魂	コン			魂胆	
魂	コン			霊魂	
魂	コン			商魂	
魂	たましい			魂	
魂	たましい			負けじ魂	
墾	コン			開墾	
懇	コン			懇切	
懇	コン			懇親会	
懇	ねんご.ろ			懇ろだ	
左	サ			左右	
左	サ			左翼	
左	サ			左遷	
左	ひだり			左	
左	ひだり			左利き	
佐	サ			佐幕	
佐	サ			補佐	
佐	サ			大佐	
沙	サ			沙汰	
査	サ			査察	
査	サ			調査	
査	サ			巡査	
砂	サ			砂丘	
砂	サ			砂糖	
砂	シャ			土砂	
砂	すな			砂	
砂	すな			砂場	
唆	サ			教唆	
唆	サ			示唆	
唆	そそのか.す			唆す	
差	サ			差異	
差	サ			差別	
差	サ			誤差	
差	さ.す			差す	
詐	サ			詐欺	
詐	サ			詐取	
詐	サ			詐称	
鎖	サ			鎖国	
鎖	サ			連鎖	
鎖	サ			封鎖	
鎖	くさり			鎖	
座	ザ			座席	
座	ザ			座談	
座	ザ			星座	
座	すわ.る			座る	
座	すわ.る			座り込み	
挫	ザ			挫折	
挫	ザ			頓挫	
才	サイ			才能	
才	サイ			才覚	
才	サイ			秀才	
再	サイ			再度	
再	サイ			再選	
再	サイ			再出発	
再	サ	Y		再来年	
再	サ	Y		再来月	
再	サ	Y		再来週	
再	ふたた.び			再び	
災	サイ			災害	
災	サイ			災難	
災	サイ			火災	
災	わざわ.い			災い	
妻	サイ			妻子	
妻	サイ			夫妻	
妻	サイ			良妻	
妻	つま			妻	
妻	つま			人妻	
采	サイ			采配	
采	サイ			喝采	
砕	サイ			砕石	
砕	サイ			砕氷	
砕	サイ			粉砕	
砕	くだ.く			砕く	
砕	くだ.ける			砕ける	
宰	サイ			宰領	
宰	サイ			宰相	
宰	サイ			主宰	
栽	サイ			栽培	
栽	サイ			盆栽	
彩	サイ			彩色	
彩	サイ			色彩	
彩	サイ			淡彩	
彩	いろど.る			彩る	
彩	いろど.る			彩り	
採	サイ			採集	
採	サイ			採用	
採	サイ			採光	
採	と.る			採る	
済	サイ			返済	
済	サイ			救済	
済	サイ			経済	
済	す.む			済む	
済	す.む			使用済み	
済	す.ます			済ます	
祭	サイ			祭礼	
祭	サイ			文化祭	
祭	まつ.る			祭る	
祭	まつ.る			祭り上げる	
祭	まつ.り			祭り	
祭	まつ.り			秋祭り	
斎	サイ			斎場	
斎	サイ			潔斎	
斎	サイ			書斎	
細	サイ			細心	
細	サイ			詳細	
細	サイ			零細	
細	ほそ.い			細い	
細	ほそ.い			細腕	
細	ほそ.い			心細い	
細	ほそ.る			細る	
細	こま.か			細かだ	
細	こま.かい			細かい	
菜	サイ			菜園	
菜	サイ			菜食	
菜	サイ			野菜	
菜	な			菜	
菜	な			青菜	
最	サイ			最大	
最	サイ			最近	
最	サイ			最先端	
最	もっと.も			最も	
裁	サイ			裁縫	
裁	サイ			裁判	
裁	サイ			体裁	
裁	た.つ			裁つ	
裁	た.つ			裁ち物	
裁	さば.く			裁く	
裁	さば.く			裁き	
債	サイ			債務	
債	サイ			負債	
債	サイ			公債	
催	サイ			催眠	
催	サイ			開催	
催	サイ			主催	
催	もよお.す			催す	
催	もよお.す			催し	
塞	サイ			要塞	
塞	ソク			脳梗塞	
塞	ソク			閉塞	
塞	ふさ.ぐ			塞ぐ	
塞	ふさ.がる			塞がる	
歳	サイ			歳末	
歳	サイ			歳月	
歳	サイ			二十歳	
歳	セイ	Y		歳暮	
載	サイ			積載	
載	サイ			掲載	
載	サイ			記載	
載	の.せる			載せる	
載	の.る			載る	
際	サイ			際限	
際	サイ			交際	
際	サイ			この際	
際	きわ			際	
際	きわ			際立つ	
際	きわ			窓際	
埼	さい	Y		埼玉県	
在	ザイ			在留	
在	ザイ			在宅	
在	ザイ			存在	
在	あ.る			在る	
在	あ.る			在りし日	
材	ザイ			材木	
材	ザイ			材料	
材	ザイ			人材	
剤	ザイ			薬剤師	
剤	ザイ			錠剤	
剤	ザイ			消化剤	
財	ザイ			財産	
財	ザイ			私財	
財	ザイ			文化財	
財	サイ	Y		財布	
罪	ザイ			罪状	
罪	ザイ			犯罪	
罪	ザイ			謝罪	
罪	つみ			罪	
崎	さき			○○崎	
作	サク			作為	
作	サク			著作	
作	サク			豊作	
作	サ			作業	
作	サ			作用	
作	サ			動作	
作	つく.る			作る	
削	サク			削除	
削	サク			削減	
削	サク			添削	
削	けず.る			削る	
昨	サク			昨日	
昨	サク			昨年	
昨	サク			一昨日	
柵	サク			鉄柵	
索	サク			索引	
索	サク			思索	
索	サク			鉄索	
策	サク			策略	
策	サク			政策	
策	サク			対策	
酢	サク			酢酸	
酢	す			酢	
酢	す			酢の物	
搾	サク			搾取	
搾	サク			圧搾	
搾	しぼ.る			搾る	
錯	サク			錯誤	
錯	サク			錯覚	
錯	サク			交錯	
咲	さ.く			咲く	
咲	さ.く			遅咲き	
冊	サツ			冊子	
冊	サツ			別冊	
冊	サク			短冊	
札	サツ			札入れ	
札	サツ			表札	
札	サツ			入札	
札	ふだ			札	
札	ふだ			名札	
刷	サツ			刷新	
刷	サツ			印刷	
刷	サツ			増刷	
刷	す.る			刷る	
刹	サツ			古刹	
刹	サツ			名刹	
刹	セツ			刹那	
拶	サツ			挨拶	
殺	サツ			殺人	
殺	サツ			殺到	
殺	サツ			黙殺	
殺	サイ	Y		相殺	
殺	セツ	Y		殺生	
殺	ころ.す			殺す	
殺	ころ.す			殺し	
殺	ころ.す			見殺し	
察	サツ			察知	
察	サツ			観察	
察	サツ			考察	
撮	サツ			撮影	
撮	と.る			撮る	
擦	サツ			擦過傷	
擦	サツ			摩擦	
擦	す.る			擦る	
擦	す.る			擦り傷	
擦	す.れる			擦れる	
擦	す.れる			靴擦れ	
雑	ザツ			雑談	
雑	ザツ			雑音	
雑	ザツ			混雑	
雑	ゾウ			雑炊	
雑	ゾウ			雑木林	
雑	ゾウ			雑兵	
皿	さら			皿	
皿	さら			灰皿	
三	サン			三角	
三	サン			三流	
三	サン			再三	
三	みっ		み	三日	
三	み			三日月	
三	み.つ			三つ指	
三	みっ.つ			三つ	
山	サン			山脈	
山	サン			高山	
山	サン			登山	
山	やま			山	
参	サン			参加	
参	サン			参万円	
参	サン			降参	
参	まい.る			参る	
参	まい.る			寺参り	
桟	サン			桟	
桟	サン			桟橋	
蚕	サン			蚕糸	
蚕	サン			蚕食	
蚕	サン			養蚕	
蚕	かいこ			蚕	
惨	サン			惨劇	
惨	サン			悲惨	
惨	サン			陰惨	
惨	ザン			惨死	
惨	ザン			惨殺	
惨	みじ.め			惨めだ	
産	サン			産業	
産	サン			生産	
産	サン			出産	
産	う.む			産む	
産	う.む			産み月	
産	う.まれる			産まれる	
産	うぶ			産湯	
産	うぶ			産着	
産	うぶ			産毛	
傘	サン			傘下	
傘	サン			落下傘	
傘	かさ			傘	
傘	かさ			雨傘	
傘	かさ			日傘	
散	サン			散歩	
散	サン			散文	
散	サン			解散	
散	ち.る			散る	
散	ち.る			散り散りに	
散	ち.らす			散らす	
散	ち.らかす			散らかす	
散	ち.らかる			散らかる	
算	サン			算数	
算	サン			計算	
算	サン			予算	
酸	サン			酸味	
酸	サン			酸素	
酸	サン			辛酸	
酸	す.い			酸い	
酸	す.い			酸っぱい	
賛	サン			賛成	
賛	サン			賛同	
賛	サン			称賛	
残	ザン			残留	
残	ザン			残念	
残	ザン			敗残	
残	のこ.る			残る	
残	のこ.る			残り	
残	のこ.す			残す	
残	のこ.す			食べ残し	
斬	ザン			斬殺	
斬	ザン			斬新	
斬	き.る			斬る	
暫	ザン			暫時	
暫	ザン			暫定	
士	シ			士官	
士	シ			武士	
士	シ			紳士	
子	シ			子孫	
子	シ			女子	
子	シ			帽子	
子	ス			金子	
子	ス			扇子	
子	ス			様子	
子	こ			子	
子	こ			親子	
子	こ			年子	
支	シ			支持	
支	シ			支障	
支	シ			支店	
支	ささ.える			支える	
支	ささ.える			支え	
止	シ			止宿	
止	シ			静止	
止	シ			中止	
止	と.まる			止まる	
止	と.まる			行き止まり	
止	と.める			止める	
止	と.める			歯止め	
氏	シ			氏名	
氏	シ			姓氏	
氏	シ			某氏	
氏	うじ			氏	
氏	うじ			氏神	
仕	シ			仕事	
仕	シ			出仕	
仕	ジ	Y		給仕	
仕	つか.える			仕える	
史	シ			史学	
史	シ			歴史	
史	シ			国史	
司	シ			司会	
司	シ			司令	
司	シ			上司	
四	シ			四角	
四	シ			四季	
四	シ			四十七士	
四	よっ		よ	四日	
四	よ			四人	
四	よ			四月目	
四	よ.つ			四つ角	
四	よっ.つ			四つ	
四	よん			四回	
四	よん			四階	
市	シ			市民	
市	シ			市況	
市	シ			都市	
市	いち			市	
市	いち			競り市	
矢	シ			一矢を報いる	
矢	や			矢	
矢	や			矢印	
矢	や			矢面	
旨	シ			要旨	
旨	シ			趣旨	
旨	シ			本旨	
旨	むね			旨	
死	シ			死亡	
死	シ			死角	
死	シ			必死	
死	し.ぬ			死ぬ	
死	し.ぬ			死に絶える	
糸	シ			綿糸	
糸	シ			蚕糸	
糸	シ			製糸	
糸	いと			糸	
糸	いと			糸目	
糸	いと			毛糸	
至	シ			至当	
至	シ			夏至	
至	シ			冬至	
至	いた.る			至る	
至	いた.る			至って	Adverb
伺	シ			伺候	
伺	うかが.う			伺う	
伺	うかが.う			伺い	
志	シ			志望	
志	シ			有志	
志	シ			寸志	
志	こころざ.す			志す	
志	こころざし			志	
私	シ			私立	
私	シ			私腹	
私	シ			公私	
私	わたくし			私	
私	わたくし			私する	
私	わたし			私	
使	シ			使役	
使	シ			使者	
使	シ			駆使	
使	つか.う			使う	
使	つか.う			使い	
刺	シ			刺激	
刺	シ			名刺	
刺	シ			風刺	
刺	さ.す			刺す	
刺	さ.す			刺し殺す	
刺	さ.さる			刺さる	
始	シ			始終	
始	シ			年始	
始	シ			開始	
始	はじ.める			始める	
始	はじ.める			始め	
始	はじ.まる			始まる	
始	はじ.まる			始まり	
姉	シ			姉妹	
姉	シ			諸姉	
姉	あね			姉	
姉	あね			姉上	
枝	シ			枝葉	
枝	えだ			枝	
祉	シ			福祉	
肢	シ			肢体	
肢	シ			下肢	
肢	シ			選択肢	
姿	シ			姿勢	
姿	シ			容姿	
姿	シ			雄姿	
姿	すがた			姿	
思	シ			思想	
思	シ			意思	
思	シ			相思	
思	おも.う			思う	
思	おも.う			思い	
思	おも.う			思わしい	
指	シ			指示	
指	シ			指導	
指	シ			屈指	
指	ゆび			指	
指	ゆび			指先	
指	さ.す			指す	
指	さ.す			指図	
指	さ.す			名指し	
施	シ			施設	
施	シ			施政	
施	シ			実施	
施	セ			施主	
施	セ			施療	
施	セ			布施	
施	ほどこ.す			施す	
施	ほどこ.す			施し	
師	シ			師匠	
師	シ			教師	
師	シ			医師	
恣	シ			恣意的	
紙	シ			紙面	
紙	シ			用紙	
紙	シ			新聞紙	
紙	かみ			紙	
紙	かみ			紙くず	
紙	かみ			厚紙	
脂	シ			脂肪	
脂	シ			油脂	
脂	シ			樹脂	
脂	あぶら			脂	
脂	あぶら			脂ぎる	
視	シ			視覚	
視	シ			視力	
視	シ			注視	
紫	シ			紫紺	
紫	シ			紫煙	
紫	シ			紫外線	
紫	むらさき			紫	
紫	むらさき			紫色	
詞	シ			歌詞	
詞	シ			作詞	
詞	シ			品詞	
歯	シ			歯科	
歯	シ			乳歯	
歯	シ			義歯	
歯	は			歯	
歯	は			入れ歯	
嗣	シ			嗣子	
嗣	シ			嫡嗣	
試	シ			試験	
試	シ			試作	
試	シ			追試	
試	こころ.みる			試みる	
試	こころ.みる			試み	
試	ため.す			試す	
試	ため.す			試し	
詩	シ			詩情	
詩	シ			詩人	
詩	シ			詩歌	
資	シ			資本	
資	シ			資格	
資	シ			物資	
飼	シ			飼育	
飼	シ			飼料	
飼	か.う			飼う	
誌	シ			誌面	
誌	シ			日誌	
誌	シ			雑誌	
雌	シ			雌雄	
雌	シ			雌伏	
雌	め			雌花	
雌	め			雌牛	
雌	め			雌しべ	
雌	めす			雌	
雌	めす			雌犬	
摯	シ			真摯	
賜	シ			賜暇	
賜	シ			下賜	
賜	シ			恩賜	
賜	たまわ.る			賜る	
諮	シ			諮問	
諮	はか.る			諮る	
示	ジ			示威	
示	ジ			示談	
示	ジ			指示	
示	シ			示唆	
示	しめ.す			示す	
示	しめ.す			示し	
字	ジ			字画	
字	ジ			文字	
字	ジ			活字	
字	あざ			字	
字	あざ			大字	
寺	ジ			寺院	
寺	ジ			社寺	
寺	ジ			末寺	
寺	てら			寺	
寺	てら			尼寺	
次	ジ			次回	
次	ジ			次元	
次	ジ			目次	
次	シ			次第	
次	つ.ぐ			次ぐ	
次	つ.ぐ			次いで	Adverb
次	つぎ			次	
次	つぎ			次に	
次	つぎ			次々と	
耳	ジ			耳鼻科	
耳	ジ			中耳炎	
耳	みみ			耳	
耳	みみ			早耳	
自	ジ			自分	
自	ジ			自由	
自	ジ			各自	
自	シ			自然	
自	みずか.ら			自ら	
似	ジ			類似	
似	ジ			酷似	
似	ジ			疑似	
似	に.る			似る	
似	に.る			似顔	
児	ジ			児童	
児	ジ			幼児	
児	ジ			優良児	
児	ニ	Y		小児科	
事	ジ			事物	
事	ジ			無事	
事	ジ			師事	
事	ズ	Y		好事家	
事	こと			事	
事	こと			仕事	
事	こと			出来事	
侍	ジ			侍従	
侍	ジ			侍女	
侍	ジ			侍医	
侍	さむらい			侍	
治	ジ			政治	
治	ジ			療治	
治	チ			治安	
治	チ			治水	
治	チ			自治	
治	おさ.める			治める	
治	おさ.まる			治まる	
治	なお.る			治る	
治	なお.す			治す	
持	ジ			持参	
持	ジ			持続	
持	ジ			支持	
持	も.つ			持つ	
時	ジ			時間	
時	ジ			時候	
時	ジ			当時	
時	とき			時	
時	とき			時めく	
時	とき			時々	
滋	ジ			滋味	
滋	ジ			滋養	
慈	ジ			慈愛	
慈	ジ			慈善	
慈	ジ			慈悲	
慈	いつく.しむ			慈しむ	
慈	いつく.しむ			慈しみ	
辞	ジ			辞書	
辞	ジ			辞職	
辞	ジ			式辞	
辞	や.める			辞める	
磁	ジ			磁石	
磁	ジ			磁気	
磁	ジ			陶磁器	
餌	ジ			好餌	
餌	ジ			食餌	
餌	えさ			餌	
餌	え			餌食	
璽	ジ			御璽	
璽	ジ			国璽	
鹿	しか			鹿	
鹿	か	Y		鹿の子	
式	シキ			式典	
式	シキ			形式	
式	シキ			数式	
識	シキ			識別	
識	シキ			意識	
識	シキ			知識	
軸	ジク			軸	
軸	ジク			車軸	
軸	ジク			地軸	
七	シチ			七五三	
七	シチ			七福神	
七	なな			七月目	
七	なな.つ			七つ	
七	なの	Y		七日	
叱	シツ			叱責	
叱	しか.る			叱る	
失	シツ			失望	
失	シツ			失敗	
失	シツ			消失	
失	うしな.う			失う	
室	シツ			室内	
室	シツ			皇室	
室	シツ			居室	
室	むろ			室	
室	むろ			室咲き	
疾	シツ			疾患	
疾	シツ			疾走	
疾	シツ			悪疾	
執	シツ			執務	
執	シツ			執筆	
執	シツ			確執	
執	シュウ			執念	
執	シュウ			執心	
執	シュウ			我執	
執	と.る			執る	
湿	シツ			湿度	
湿	シツ			湿地	
湿	シツ			多湿	
湿	しめ.る			湿る	
湿	しめ.る			湿り	
湿	しめ.す			湿す	
嫉	シツ			嫉妬	
漆	シツ			漆器	
漆	シツ			漆黒	
漆	シツ			乾漆	
漆	うるし			漆	
質	シツ			質問	
質	シツ			質実	
質	シツ			本質	
質	シチ			質屋	
質	シチ			人質	
質	チ	Y		言質	
実	ジツ			実力	
実	ジツ			充実	
実	ジツ			実に	
